id,resource,concept,timestamp,role,permitId,requestedAmount,permitOrganizationalEntity,permitRequestedBudget,adjustedAmount,processTime,tripTime,TotalDeclared,RequestedAmount,Overspent,Overspent_Amount,Overspent_bool,boolProcessDelay
st_step 69323_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-05-23 08:53:34+02:00,SUPERVISOR,69316,394.43427286103656,65460,176.33180258105494,394.43427286103656,28.0,1.0,394.43427286103656,328,False,-26.45595732604517,0,0
rv_travel permit 85116_7,STAFF MEMBER,End trip,2017-09-16 00:00:00+02:00,EMPLOYEE,85116,1035.8790278980614,65458,1086.970695969019,1035.8790278980614,262.0,3.0,1035.8790278980614,"1,590",False,-104.23939903376709,0,1
fd_declaration 74260_17,SYSTEM,Request Payment,2017-04-03 15:34:54+02:00,UNDEFINED,74258,489.5120816547854,65455,1813.592359657101,489.5120816547854,27.0,1.0,489.5120816547854,390,False,-1309.461702457357,0,0
rv_travel permit 76699_7,STAFF MEMBER,End trip,2017-02-03 00:00:00+01:00,EMPLOYEE,76699,75.63296805234478,65458,104.76004608225504,75.63296805234478,40.0,1.0,75.63296805234478,124,False,-21.95795846680977,0,0
fd_declaration 28002_18,SYSTEM,Payment Handled,2018-11-19 17:31:19+01:00,UNDEFINED,28000,525.8375592624708,65460,1216.6376168338966,525.8375592624708,176.0,5.0,525.8375592624708,642,False,-579.8956261025379,0,1
st_step 35815_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-06-26 16:19:44+02:00,EMPLOYEE,35800,1201.768450131381,65459,2405.956301222695,1201.768450131381,77.0,12.0,1201.768450131381,"2,126",False,-41.83013420024554,0,1
st_step 40172_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-06-26 09:39:45+02:00,EMPLOYEE,40160,1536.737730017929,65460,2015.4024922307628,1536.737730017929,76.0,5.0,1536.737730017929,"1,216",False,-358.90914089234525,0,1
st_step 81953_0,STAFF MEMBER,Declaration REJECTED by MISSING,2017-06-27 15:06:37+02:00,MISSING,81943,788.2319511343757,65458,898.2304199427656,788.2319511343757,33.0,3.0,788.2319511343757,871,False,-26.24423258656361,0,0
fd_declaration 24921_17,SYSTEM,Request Payment,2018-05-03 08:33:16+02:00,UNDEFINED,24919,33.1380348079484,65459,62.80679991594172,33.1380348079484,12.0,0.0,33.1380348079484,44,True,2.3848351820942497,1,0
st_step 53201_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-12-18 13:51:20+01:00,EMPLOYEE,53194,284.8106227434194,65460,757.8480841576104,284.8106227434194,137.0,8.0,284.8106227434194,542,True,6.3057702452417175,1,1
fd_declaration 34031_17,SYSTEM,Request Payment,2018-10-12 11:01:51+02:00,UNDEFINED,34029,199.03360596821176,65457,558.490459051709,199.03360596821176,95.0,2.0,199.03360596821176,325,False,-107.17194167519092,0,1
st_step 2868_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-05-17 10:52:48+02:00,ADMINISTRATION,2855,2067.025979629316,65466,4153.297836389727,2067.025979629316,119.0,8.0,2067.025979629316,"1,713",False,-1311.6504610957772,0,1
st_step 43007_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-04 15:25:01+02:00,ADMINISTRATION,42995,665.8681492654316,65458,551.5218956983516,665.8681492654316,225.0,5.0,665.8681492654316,647,True,252.14481695522528,1,1
st_step 76752_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-03-08 13:06:40+01:00,SUPERVISOR,76748,338.41532143929817,65458,351.7471351077304,338.41532143929817,176.0,0.0,338.41532143929817,239,False,-43.89487432894663,0,1
fd_declaration 65171_18,SYSTEM,Payment Handled,2018-10-01 17:31:14+02:00,UNDEFINED,65169,1279.740424378062,65461,1256.037194536047,1279.740424378062,54.0,2.0,1279.740424378062,"1,107",False,-165.314255362297,0,0
st_step 80599_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-09-02 13:13:34+02:00,SUPERVISOR,80592,1281.5929598026298,65458,1822.5234537095769,1281.5929598026298,113.0,6.0,1281.5929598026298,"1,618",False,-540.2017296572271,0,1
fd_declaration 43040_18,SYSTEM,Payment Handled,2018-08-16 17:31:23+02:00,UNDEFINED,43038,1769.354418284918,65454,2017.951942125685,1769.354418284918,133.0,10.0,1769.354418284918,"1,539",False,-12.646457830496502,0,1
st_step 45720_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-08-20 15:37:32+02:00,ADMINISTRATION,45710,1528.579775422094,65455,2208.533095745169,1528.579775422094,146.0,6.0,1528.579775422094,"1,173",False,-429.96463112193055,0,1
rv_travel permit 38464_6,STAFF MEMBER,Start trip,2018-06-10 00:00:00+02:00,EMPLOYEE,38464,1573.292566723274,65456,731.407390273459,1573.292566723274,35.0,4.0,1573.292566723274,"1,175",True,117.82957095459416,1,0
st_step 50449_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-09-19 16:12:56+02:00,SUPERVISOR,50445,1125.8814687996928,65458,921.3025143362412,1125.8814687996928,57.0,9.0,1125.8814687996928,"1,340",True,579.7449354267076,1,0
st_step 84417_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-12-08 09:53:35+01:00,EMPLOYEE,84412,123.84930324279226,65458,161.2818713786965,123.84930324279226,27.0,6.0,123.84930324279226,190,False,-6.518384381199596,0,0
rv_travel permit 33793_7,STAFF MEMBER,End trip,2018-10-03 00:00:00+02:00,EMPLOYEE,33793,99.5941076548315,65455,160.63565750779273,99.5941076548315,10.0,2.0,99.5941076548315,93,False,-61.041549852961225,0,0
st_step 12819_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-08-23 10:45:59+02:00,SUPERVISOR,12812,266.02778681949394,65459,495.291159590337,266.02778681949394,83.0,2.0,266.02778681949394,412,False,-105.24885740674154,0,1
st_step 39562_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-06-25 08:49:51+02:00,BUDGET OWNER,39551,313.80173768585,65466,58.33144021219583,313.80173768585,17.0,1.0,313.80173768585,223,True,257.5144304776257,1,0
st_step 67514_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-27 15:00:51+02:00,EMPLOYEE,67497,118.00497634208354,65456,480.0521016510692,118.00497634208354,63.0,3.0,118.00497634208354,229,False,-320.00476117220035,0,1
rv_travel permit 35611_6,STAFF MEMBER,Start trip,2018-06-25 00:00:00+02:00,EMPLOYEE,35611,1003.296760139564,65460,1735.3360273322128,1003.296760139564,92.0,4.0,1003.296760139564,"1,123",False,-604.8369604759437,0,1
st_step 29953_0,STAFF MEMBER,Permit REJECTED by EMPLOYEE,2018-10-01 12:02:44+02:00,EMPLOYEE,29946,1326.688660622759,65458,1400.9592462000817,1326.688660622759,28.0,3.0,1326.688660622759,"1,421",True,159.65078182019124,1,0
st_step 59845_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-09-13 15:33:04+02:00,EMPLOYEE,59840,146.10376173002814,65456,753.8364392861323,146.10376173002814,35.0,3.0,146.10376173002814,246,False,-228.0644085541903,0,0
st_step 51323_0,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-05-07 14:14:58+02:00,BUDGET OWNER,51318,494.8323126260692,65466,550.3147802692887,494.8323126260692,23.0,4.0,494.8323126260692,941,True,47.85307167797265,1,0
st_step 60682_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-10-30 10:47:37+01:00,ADMINISTRATION,60673,914.3417100395196,65455,1647.73029920487,914.3417100395196,52.0,5.0,914.3417100395196,"1,174",False,-59.96960108436383,0,0
fd_declaration 34486_17,SYSTEM,Request Payment,2018-10-16 10:37:08+02:00,UNDEFINED,34484,197.3825474294809,65466,660.1188643249106,197.3825474294809,309.0,215.0,197.3825474294809,311,False,-246.8868519294794,0,1
fd_declaration 69318_18,SYSTEM,Payment Handled,2018-05-24 17:31:07+02:00,UNDEFINED,69316,394.43427286103656,65460,176.33180258105494,394.43427286103656,28.0,1.0,394.43427286103656,328,False,-26.45595732604517,0,0
st_step 27297_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-10-22 14:34:21+02:00,ADMINISTRATION,27283,401.61592045397066,65458,744.0056918895076,401.61592045397066,20.0,7.0,401.61592045397066,760,True,110.97282012543928,1,0
st_step 15246_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-04-26 13:37:40+02:00,EMPLOYEE,15230,2033.9990559371104,65456,1710.0881607354358,2033.9990559371104,117.0,12.0,2033.9990559371104,"1,565",True,279.43118020861266,1,1
rv_travel permit 53083_6,STAFF MEMBER,Start trip,2018-06-15 00:00:00+02:00,EMPLOYEE,53083,210.0127045056895,65464,409.3991710033162,210.0127045056895,77.0,1.0,210.0127045056895,190,False,-138.1662529642694,0,1
fd_declaration 24765_17,SYSTEM,Request Payment,2018-05-02 09:15:46+02:00,UNDEFINED,24762,809.6443100267232,65454,400.0193256984412,809.6443100267232,26.0,2.0,809.6443100267232,750,True,26.98814366755744,1,0
st_step 37534_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-08-02 14:20:48+02:00,SUPERVISOR,37522,303.49149506992666,65461,841.2486597386685,303.49149506992666,91.0,5.0,303.49149506992666,526,False,-91.7398245553581,0,1
st_step 33702_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-09-20 22:54:10+02:00,EMPLOYEE,33695,657.5384176714817,65454,474.8916421472236,657.5384176714817,55.0,4.0,657.5384176714817,650,False,0.0,0,0
st_step 83980_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-09-07 08:14:02+02:00,SUPERVISOR,83975,248.32185947271145,65455,281.1188362591321,248.32185947271145,43.0,2.0,248.32185947271145,392,True,26.605913514933377,1,0
rv_travel permit 4275_7,STAFF MEMBER,End trip,2018-04-23 00:00:00+02:00,EMPLOYEE,4275,1749.9210231882803,65458,1675.0260908986158,1749.9210231882803,69.0,10.0,1749.9210231882803,"1,339",False,-602.4746763926792,0,1
st_step 85027_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-09-07 17:10:36+02:00,EMPLOYEE,85022,140.7119326443279,65458,239.64243790445084,140.7119326443279,32.0,6.0,140.7119326443279,164,False,-73.78796467934268,0,0
st_step 18000_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-05-29 17:55:12+02:00,EMPLOYEE,17994,367.00393141339936,65458,651.8384381199593,367.00393141339936,96.0,7.0,367.00393141339936,344,False,-699.8679622302034,0,1
st_step 12161_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-12-04 10:18:40+01:00,SUPERVISOR,12156,417.6090810248272,65454,171.652920594762,417.6090810248272,28.0,2.0,417.6090810248272,311,True,68.4825181101807,1,0
st_step 23602_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-31 10:51:06+01:00,ADMINISTRATION,23596,1034.7738481619915,65456,2270.7265158016235,1034.7738481619915,147.0,5.0,1034.7738481619915,"1,434",False,-155.8655168779569,0,1
rv_travel permit 19688_6,STAFF MEMBER,Start trip,2018-07-13 00:00:00+02:00,EMPLOYEE,19688,1380.972885668145,65454,2211.673424258081,1380.972885668145,16.0,4.0,1380.972885668145,"1,543",False,-51.01455248417642,0,0
rv_travel permit 55307_7,STAFF MEMBER,End trip,2018-02-25 00:00:00+01:00,EMPLOYEE,55307,416.1331896894399,65455,426.7487574574411,416.1331896894399,32.0,5.0,416.1331896894399,323,False,-99.20202974020702,0,0
st_step 13550_0,STAFF MEMBER,Permit REJECTED by EMPLOYEE,2018-10-30 14:03:18+01:00,EMPLOYEE,13541,382.7336222546013,65458,303.5472460172437,382.7336222546013,48.0,1.0,382.7336222546013,492,True,188.25515566181605,1,0
st_step 40037_0,STAFF MEMBER,Declaration APPROVED by SUPERVISOR,2018-05-14 10:08:36+02:00,SUPERVISOR,40028,4239.715333244595,65457,1323.8426215294014,4239.715333244595,62.0,5.0,4239.715333244595,"3,260",True,1340.8424872929995,1,1
st_step 36334_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-05 12:57:51+02:00,EMPLOYEE,36323,710.1885587875103,65459,1833.7924957763323,710.1885587875103,156.0,9.0,710.1885587875103,505,False,-3297.806277934082,0,1
st_step 4215_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-01 15:08:41+01:00,SUPERVISOR,4210,477.5467468234459,65458,621.1261119822966,477.5467468234459,88.0,2.0,477.5467468234459,733,False,-173.949497137599,0,1
st_step 52964_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-06-29 20:23:15+02:00,ADMINISTRATION,52957,45.50983448052512,65458,64.18053580586874,45.50983448052512,9.0,0.0,45.50983448052512,78,False,-18.67070132534363,0,0
fd_declaration 2962_17,SYSTEM,Request Payment,2018-10-01 12:20:03+02:00,UNDEFINED,2960,2400.3305278771286,65456,1869.7553323932204,2400.3305278771286,212.0,5.0,2400.3305278771286,"2,269",False,-667.5225046674609,0,1
st_step 34701_0,STAFF MEMBER,Permit REJECTED by SUPERVISOR,2018-08-22 11:17:47+02:00,SUPERVISOR,34692,1957.070226325116,65456,1639.3915965861954,1957.070226325116,70.0,5.0,1957.070226325116,"1,353",False,-429.6007813884403,0,1
rv_travel permit 40614_7,STAFF MEMBER,End trip,2018-04-25 00:00:00+02:00,EMPLOYEE,40614,327.5990427869952,65459,315.8026804005937,327.5990427869952,68.0,2.0,327.5990427869952,379,False,-35.439474285664346,0,1
st_step 17149_0,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-05-01 11:50:42+02:00,BUDGET OWNER,17140,1224.9943831544097,65456,5612.748348330606,1224.9943831544097,46.0,16.0,1224.9943831544097,"1,424",False,-4108.5485772088905,0,0
st_step 11902_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-11-28 15:21:55+01:00,EMPLOYEE,11896,113.6944904093548,65457,118.09481627039308,113.6944904093548,307.0,274.0,113.6944904093548,85,False,-20.063733601650853,0,1
rv_travel permit 30801_6,STAFF MEMBER,Start trip,2018-02-22 00:00:00+01:00,EMPLOYEE,30801,340.758882709432,65466,1002.357389802497,340.758882709432,76.0,7.0,340.758882709432,374,False,-593.1391247161504,0,1
st_step 15955_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-12-05 14:41:45+01:00,SUPERVISOR,15950,231.5734032065873,65458,245.2561354172565,231.5734032065873,18.0,2.0,231.5734032065873,180,False,-2.573037813406529,0,0
fd_declaration 58120_18,SYSTEM,Payment Handled,2018-12-13 17:31:08+01:00,UNDEFINED,58118,395.6115230855498,65464,410.80856332895377,395.6115230855498,89.0,35.0,395.6115230855498,657,True,2.408593747857253,1,1
st_step 67731_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-04-21 09:28:44+02:00,ADMINISTRATION,67722,1196.8937066555543,65458,569.9914644333846,1196.8937066555543,54.0,4.0,1196.8937066555543,"1,225",True,219.8376195897956,1,0
fd_declaration 80709_18,SYSTEM,Payment Handled,2018-01-25 17:31:08+01:00,UNDEFINED,80707,382.4467997418144,65458,367.426854461617,382.4467997418144,110.0,2.0,382.4467997418144,514,False,-101.19214934802868,0,1
st_step 31847_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-02-15 14:29:38+01:00,EMPLOYEE,31840,1437.1920856009085,65456,1857.6056169166973,1437.1920856009085,81.0,5.0,1437.1920856009085,"2,047",True,32.998548130553445,1,1
st_step 3257_0,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-02-09 08:32:20+01:00,BUDGET OWNER,3250,2616.7691586713195,65464,1705.257852808135,2616.7691586713195,104.0,9.0,2616.7691586713195,"1,751",False,-73.2276920473414,0,1
fd_declaration 61717_17,SYSTEM,Request Payment,2018-09-25 10:37:42+02:00,UNDEFINED,61715,966.8445964967436,65456,1630.8049641356376,966.8445964967436,99.0,6.0,966.8445964967436,"1,047",False,-510.6638604228264,0,1
fd_declaration 31022_17,SYSTEM,Request Payment,2018-05-29 09:32:35+02:00,UNDEFINED,31020,381.7182999258004,65464,1282.7703622214983,381.7182999258004,70.0,4.0,381.7182999258004,549,False,-591.6981297574794,0,1
fd_declaration 36694_17,SYSTEM,Request Payment,2018-05-24 11:05:08+02:00,UNDEFINED,36692,163.82027005716645,65455,182.9158787823237,163.82027005716645,14.0,1.0,163.82027005716645,275,True,46.46538568894175,1,0
st_step 29125_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-25 11:10:28+02:00,SUPERVISOR,29119,346.7142422058573,65464,1281.4799880531034,346.7142422058573,56.0,8.0,346.7142422058573,561,False,-299.7440418357233,0,0
rv_travel permit 4930_6,STAFF MEMBER,Start trip,2018-03-11 00:00:00+01:00,EMPLOYEE,4930,516.0778426569689,65459,588.6654309723426,516.0778426569689,28.0,1.0,516.0778426569689,422,True,188.4811135573292,1,0
st_step 18315_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-10-31 16:19:59+01:00,EMPLOYEE,18311,749.0889498668892,65469,720.6736320953833,749.0889498668892,43.0,2.0,749.0889498668892,679,True,20.961251910855594,1,0
st_step 68152_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-29 08:51:57+02:00,SUPERVISOR,68145,1252.2238966711907,65472,648.1547594641421,1252.2238966711907,93.0,3.0,1252.2238966711907,"1,064",True,16.47663021935773,1,1
st_step 80238_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-06-08 11:07:33+02:00,EMPLOYEE,80234,525.0109761304502,65458,804.7896155669722,525.0109761304502,49.0,4.0,525.0109761304502,639,False,-214.44110292652192,0,0
st_step 38381_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-06-20 18:14:28+02:00,ADMINISTRATION,38374,734.1626805962495,65464,430.1244322873629,734.1626805962495,37.0,6.0,734.1626805962495,693,True,204.4637768471517,1,0
st_step 52173_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-11-14 15:30:22+01:00,BUDGET OWNER,52165,15.817834587243356,65466,28.719710467148985,15.817834587243356,59.0,0.0,15.817834587243356,27,False,0.0,0,0
st_step 63133_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-26 10:59:39+02:00,SUPERVISOR,63126,1578.1565196219176,65460,729.0805531311175,1578.1565196219176,65.0,6.0,1578.1565196219176,"1,207",True,532.1538554151784,1,1
fd_declaration 45246_17,SYSTEM,Request Payment,2018-05-16 19:06:32+02:00,UNDEFINED,45243,73.49186848560778,65455,813.2105900265733,73.49186848560778,23.0,5.0,73.49186848560778,79,False,-903.2987886015842,0,0
st_step 76555_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-01-17 13:29:08+01:00,EMPLOYEE,76546,319.85866559908953,65455,321.0051124291938,319.85866559908953,13.0,2.0,319.85866559908953,279,False,-1.146446830104253,0,0
st_step 22441_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-27 15:43:08+01:00,EMPLOYEE,22437,2204.18182255575,65456,1546.79741625022,2204.18182255575,96.0,6.0,2204.18182255575,"1,974",False,-29.031776791514403,0,1
rv_travel permit 71385_7,STAFF MEMBER,End trip,2018-06-29 00:00:00+02:00,EMPLOYEE,71385,314.79660297434907,65466,660.1188643249106,314.79660297434907,57.0,2.0,314.79660297434907,496,False,-129.47279638461129,0,0
fd_declaration 4295_17,SYSTEM,Request Payment,2018-03-27 12:00:36+02:00,UNDEFINED,4292,679.6556142260697,65454,480.5265859935473,679.6556142260697,45.0,2.0,679.6556142260697,696,True,223.62232134737064,1,0
st_step 46164_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-06 09:41:55+02:00,ADMINISTRATION,46158,846.9738594348594,65458,1161.1335028103135,846.9738594348594,83.0,6.0,846.9738594348594,"1,049",False,0.0,0,1
st_step 35746_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-30 18:16:58+02:00,ADMINISTRATION,35741,795.7532244341588,65454,868.3596261351797,795.7532244341588,63.0,2.0,795.7532244341588,605,False,-69.41356719579142,0,1
st_step 1085_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-13 05:15:17+01:00,SUPERVISOR,1076,115.7561648583882,65456,646.2609641439672,115.7561648583882,36.0,1.0,241.5780831827232,184,False,-35.23013713081377,0,0
fd_declaration 18528_18,SYSTEM,Payment Handled,2018-06-28 17:31:35+02:00,UNDEFINED,18526,1495.6456037335497,65464,634.0573094358843,1495.6456037335497,23.0,3.0,1495.6456037335497,"1,117",True,196.83071060772767,1,0
rv_travel permit 86086_6,STAFF MEMBER,Start trip,2017-08-19 00:00:00+02:00,EMPLOYEE,86086,744.912631230124,65455,750.3994077372491,744.912631230124,63.0,10.0,744.912631230124,861,True,35.47203005857739,1,1
rv_travel permit 59759_6,STAFF MEMBER,Start trip,2018-10-17 00:00:00+02:00,EMPLOYEE,59759,1731.593652975516,65455,2087.9344690219245,1731.593652975516,67.0,4.0,1731.593652975516,"1,244",True,282.9433204148881,1,1
fd_declaration 56319_18,SYSTEM,Payment Handled,2018-04-05 17:30:52+02:00,UNDEFINED,56316,1836.5608767199903,65460,807.9282545614836,1836.5608767199903,64.0,2.0,1836.5608767199903,"1,332",True,1009.2812025217968,1,1
st_step 40930_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-06-05 19:06:11+02:00,EMPLOYEE,40926,1803.132960989515,65458,2657.72579353102,1803.132960989515,82.0,4.0,1803.132960989515,"1,629",False,-567.8374518033279,0,1
rv_travel permit 38464_7,STAFF MEMBER,End trip,2018-06-14 00:00:00+02:00,EMPLOYEE,38464,1573.292566723274,65456,731.407390273459,1573.292566723274,35.0,4.0,1573.292566723274,"1,175",True,117.82957095459416,1,0
rv_travel permit 4117_7,STAFF MEMBER,End trip,2018-02-23 00:00:00+01:00,EMPLOYEE,4117,464.7529826627357,65455,0.0,464.7529826627357,55.0,3.0,464.7529826627357,851,True,464.7529826627357,1,0
fd_declaration 40878_17,SYSTEM,Request Payment,2018-10-04 12:11:14+02:00,UNDEFINED,40876,1482.9868496768145,65455,1375.4879661200785,1482.9868496768145,125.0,30.0,1482.9868496768145,"2,000",False,0.0,0,1
st_step 51830_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-31 14:40:49+02:00,EMPLOYEE,51818,2049.051005283505,65456,1530.4217471390068,2049.051005283505,130.0,8.0,2049.051005283505,"1,583",True,236.8770271426922,1,1
fd_declaration 81329_18,SYSTEM,Payment Handled,2017-12-11 17:31:25+01:00,UNDEFINED,81327,1074.608584015769,65458,1137.1556566582342,1074.608584015769,83.0,3.0,1074.608584015769,926,False,-317.97273436319733,0,1
st_step 22595_0,STAFF MEMBER,Declaration APPROVED by SUPERVISOR,2018-02-01 15:42:23+01:00,SUPERVISOR,22583,3854.787573036601,65459,2991.496784611676,3854.787573036601,33.0,8.0,3854.787573036601,"3,132",False,-329.8477233632848,0,0
st_step 14091_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-12-18 05:15:21+01:00,SUPERVISOR,14081,368.2093552838092,65472,286.2592571341351,368.2093552838092,43.0,3.0,368.2093552838092,371,True,79.39824372696694,1,0
st_step 2123_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-05-14 11:20:45+02:00,SUPERVISOR,2111,1027.9348933698932,65459,833.2387424825803,1027.9348933698932,72.0,3.0,1027.9348933698932,799,True,165.96195399839326,1,1
st_step 36097_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-05-09 11:19:01+02:00,SUPERVISOR,36093,150.84258478627137,65456,235.86802955613933,150.84258478627137,53.0,1.0,150.84258478627137,197,False,-140.122807187247,0,0
fd_declaration 58845_17,SYSTEM,Request Payment,2018-11-12 14:34:54+01:00,UNDEFINED,58843,760.4819064961465,65455,1013.0808589902548,760.4819064961465,23.0,13.0,760.4819064961465,745,False,-158.2210677945003,0,0
st_step 84871_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-07-03 11:17:55+02:00,SUPERVISOR,84865,933.6303030420542,65458,1120.767396960065,933.6303030420542,45.0,1.0,933.6303030420542,"1,000",False,0.0,0,0
st_step 85201_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-07-21 17:17:01+02:00,SUPERVISOR,85195,78.48222956213878,65458,94.56881434010604,78.48222956213878,52.0,3.0,78.48222956213878,67,False,-38.65542650075491,0,0
rv_travel permit 63216_7,STAFF MEMBER,End trip,2018-08-23 00:00:00+02:00,EMPLOYEE,63216,521.1581051887665,65473,0.0,521.1581051887665,36.0,1.0,521.1581051887665,525,True,521.1581051887665,1,0
st_step 23551_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-07-09 10:12:59+02:00,EMPLOYEE,23538,2350.2254552499594,65459,2626.1822491762346,2350.2254552499594,68.0,14.0,2350.2254552499594,"1,650",False,-1780.473829734818,0,1
rv_travel permit 19378_7,STAFF MEMBER,End trip,2018-09-28 00:00:00+02:00,EMPLOYEE,19378,845.3689425417692,65456,3267.169984359567,845.3689425417692,44.0,6.0,1798.5953018905918,870,False,-543.1738377940794,0,0
st_step 51242_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-04-30 11:47:19+02:00,EMPLOYEE,51235,416.5775691635705,65455,174.5163668762105,416.5775691635705,17.0,3.0,416.5775691635705,306,True,103.46370998833775,1,0
st_step 66489_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-03-02 14:16:58+01:00,ADMINISTRATION,66480,439.7280263192892,65475,1678.1150052212058,439.7280263192892,40.0,5.0,439.7280263192892,353,False,-1989.3644703453392,0,0
rv_travel permit 4600_7,STAFF MEMBER,End trip,2018-03-10 00:00:00+01:00,EMPLOYEE,4600,2852.573533034649,65466,2018.2826046455016,2852.573533034649,104.0,7.0,2852.573533034649,"1,984",False,-626.8760385096302,0,1
fd_declaration 11250_18,SYSTEM,Payment Handled,2018-12-06 17:31:34+01:00,UNDEFINED,11247,27.59174047529049,65454,61.842641071526245,27.59174047529049,50.0,0.0,27.59174047529049,48,False,0.0,0,0
fd_declaration 20978_17,SYSTEM,Request Payment,2018-11-02 12:47:02+01:00,UNDEFINED,20976,1040.8382535904152,65454,487.2681823148958,1040.8382535904152,49.0,2.0,1040.8382535904152,802,True,132.37593748905533,1,0
st_step 68916_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-06-15 10:54:09+02:00,EMPLOYEE,68912,61.30113234105928,65461,45.46217685276609,61.30113234105928,27.0,0.0,61.30113234105928,46,True,7.995799870572945,1,0
st_step 52435_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-11-21 15:42:15+01:00,BUDGET OWNER,52426,402.0594724311746,65454,532.320086688006,402.0594724311746,70.0,3.0,402.0594724311746,647,False,-95.0774332024261,0,1
fd_declaration 74984_17,SYSTEM,Request Payment,2017-04-10 16:18:13+02:00,UNDEFINED,74982,498.3495852106964,65458,2046.4048932996188,498.3495852106964,36.0,9.0,498.3495852106964,666,False,-1261.5876886865376,0,0
st_step 39222_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-09 11:13:46+02:00,EMPLOYEE,39212,371.6377558712665,65459,313.1463429364567,371.6377558712665,72.0,3.0,371.6377558712665,568,True,77.20643519860818,1,1
