,id,resource,concept,timestamp,role,permitId,requestedAmount,permitTaskNumber,permitBudgetNumber,permitProjectNumber,permitOrganizationalEntity,permitRequestedBudget,permitActivityNumber,adjustedAmount,declarationNumber,processTime,tripTime,TotalDeclared,RequestedAmount,Overspent,travelPermitNumber,Overspent_Amount,Overspent_bool,boolProcessDelay
48734,st_step 56025_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-10-02 09:08:06+02:00,EMPLOYEE,56020,438.0017894885198,UNKNOWN,980,UNKNOWN,65469,260.85199516299116,UNKNOWN,438.0017894885198,56023,62.0,0.0,438.0017894885198,295,False,56021,-28.05356902114869,0,1
56567,rv_travel permit 68493_7,STAFF MEMBER,End trip,2018-06-30 00:00:00+02:00,EMPLOYEE,68493,1822.380866898433,UNKNOWN,3594,UNKNOWN,65454,1492.5791157469835,UNKNOWN,1822.380866898433,68496,119.0,6.0,1822.380866898433,"1,339",False,68494,-281.7272886093915,0,1
51876,rv_travel permit 60717_7,STAFF MEMBER,End trip,2018-10-13 00:00:00+02:00,EMPLOYEE,60717,1462.0338696980393,427,440,8395,65455,639.6342369903563,UNKNOWN,1462.0338696980393,60720,35.0,10.0,1462.0338696980393,"1,546",True,60718,421.77691195687294,1,0
32397,st_step 30779_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-01-25 13:19:56+01:00,EMPLOYEE,30771,784.6870909032444,427,684,14400,65454,569.4710970917705,UNKNOWN,784.6870909032444,30774,13.0,2.0,784.6870909032444,544,True,30772,63.46733823482123,1,0
21720,st_step 13659_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-11-06 16:56:56+01:00,ADMINISTRATION,13654,162.02884348915492,427,1956,13656,65455,193.55733341086244,UNKNOWN,162.02884348915492,13658,57.0,3.0,162.02884348915492,109,False,13655,-358.2472594576727,0,0
56109,st_step 67839_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-05-08 10:18:45+02:00,EMPLOYEE,67828,2007.2486478871376,UNKNOWN,1327,UNKNOWN,65466,2938.845574362424,UNKNOWN,2007.2486478871376,67831,66.0,7.0,2007.2486478871376,"2,577",True,67829,59.975997627982,1,1
35680,st_step 3590_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-04-20 17:19:49+02:00,ADMINISTRATION,3581,168.27245647828764,427,2233,3583,65455,424.77084552777234,UNKNOWN,168.27245647828764,3585,74.0,1.0,168.27245647828764,231,False,3582,-210.52268364599618,0,1
29325,fd_declaration 26005_17,SYSTEM,Request Payment,2018-10-10 12:29:01+02:00,UNDEFINED,26003,168.907012981608,UNKNOWN,624,UNKNOWN,65454,146.13517769159043,UNKNOWN,168.907012981608,26006,56.0,1.0,168.907012981608,170,False,26004,-29.80711993793082,0,0
37980,st_step 39505_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-06-05 12:23:57+02:00,ADMINISTRATION,39500,382.30252628102534,427,1644,2073,65458,322.31597156157994,UNKNOWN,382.30252628102534,39503,20.0,8.0,382.30252628102534,304,False,39501,-57.84840858199726,0,0
42497,st_step 46364_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-05-14 11:04:15+02:00,EMPLOYEE,46359,693.9277020020253,UNKNOWN,3678,UNKNOWN,65459,1036.9023478696126,13617,693.9277020020253,46362,24.0,5.0,693.9277020020253,833,False,46360,-14.161789836776052,0,0
32064,st_step 30226_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-08-21 14:18:32+02:00,EMPLOYEE,30213,620.3957190443278,UNKNOWN,475,UNKNOWN,65458,342.1547758889335,UNKNOWN,620.3957190443278,30216,56.0,2.0,620.3957190443278,542,False,30214,-95.005248488338,0,0
57100,st_step 69323_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-05-23 08:53:34+02:00,SUPERVISOR,69316,394.43427286103656,UNKNOWN,1469,UNKNOWN,65460,176.33180258105494,UNKNOWN,394.43427286103656,69319,28.0,1.0,394.43427286103656,328,False,69317,-26.455957326045166,0,0
68118,rv_travel permit 85116_7,STAFF MEMBER,End trip,2017-09-16 00:00:00+02:00,EMPLOYEE,85116,1035.8790278980614,427,974,4170,65458,1086.970695969019,UNKNOWN,1035.8790278980614,85119,262.0,3.0,1035.8790278980614,"1,590",False,85117,-104.23939903376709,0,1
60334,fd_declaration 74260_17,SYSTEM,Request Payment,2017-04-03 15:34:54+02:00,UNDEFINED,74258,489.5120816547854,427,440,73388,65455,1813.592359657101,UNKNOWN,489.5120816547854,74261,27.0,1.0,489.5120816547854,390,False,74259,-1309.461702457357,0,0
61955,rv_travel permit 76699_7,STAFF MEMBER,End trip,2017-02-03 00:00:00+01:00,EMPLOYEE,76699,75.63296805234478,UNKNOWN,2351,UNKNOWN,65458,104.76004608225503,UNKNOWN,75.63296805234478,76702,40.0,1.0,75.63296805234478,124,False,76700,-21.95795846680977,0,0
30525,fd_declaration 28002_18,SYSTEM,Payment Handled,2018-11-19 17:31:19+01:00,UNDEFINED,28000,525.8375592624708,427,1114,1115,65460,1216.6376168338966,UNKNOWN,525.8375592624708,28003,176.0,5.0,525.8375592624708,642,False,28001,-579.8956261025379,0,1
35633,st_step 35815_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-06-26 16:19:44+02:00,EMPLOYEE,35800,1201.768450131381,427,4932,35802,65459,2405.956301222695,UNKNOWN,1201.768450131381,35804,77.0,12.0,1201.768450131381,"2,126",False,35801,-41.83013420024554,0,1
38512,st_step 40172_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-06-26 09:39:45+02:00,EMPLOYEE,40160,1536.737730017929,427,2414,2415,65460,2015.4024922307628,UNKNOWN,1536.737730017929,40163,76.0,5.0,1536.737730017929,"1,216",False,40161,-358.90914089234525,0,1
65893,st_step 81953_0,STAFF MEMBER,Declaration REJECTED by MISSING,2017-06-27 15:06:37+02:00,MISSING,81943,788.2319511343757,427,635,15952,65458,898.2304199427656,UNKNOWN,788.2319511343757,81946,33.0,3.0,788.2319511343757,871,False,81944,-26.244232586563612,0,0
28710,fd_declaration 24921_17,SYSTEM,Request Payment,2018-05-03 08:33:16+02:00,UNDEFINED,24919,33.1380348079484,427,761,12620,65459,62.80679991594172,UNKNOWN,33.1380348079484,24922,12.0,0.0,33.1380348079484,44,True,24920,2.3848351820942497,1,0
47000,st_step 53201_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-12-18 13:51:20+01:00,EMPLOYEE,53194,284.8106227434194,UNKNOWN,1812,UNKNOWN,65460,757.8480841576104,UNKNOWN,284.8106227434194,53197,137.0,8.0,284.8106227434194,542,True,53195,6.3057702452417175,1,1
34398,fd_declaration 34031_17,SYSTEM,Request Payment,2018-10-12 11:01:51+02:00,UNDEFINED,34029,199.03360596821176,427,2329,13191,65457,558.490459051709,UNKNOWN,199.03360596821176,34032,95.0,2.0,199.03360596821176,325,False,34030,-107.17194167519091,0,1
30888,st_step 2868_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-05-17 10:52:48+02:00,ADMINISTRATION,2855,2067.025979629316,427,1136,2857,65466,4153.297836389727,UNKNOWN,2067.025979629316,2859,119.0,8.0,2067.025979629316,"1,713",False,2856,-1311.6504610957772,0,1
40396,st_step 43007_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-04-04 15:25:01+02:00,ADMINISTRATION,42995,665.8681492654316,UNKNOWN,698,UNKNOWN,65458,551.5218956983516,UNKNOWN,665.8681492654316,42998,225.0,5.0,665.8681492654316,647,True,42996,252.14481695522528,1,1
61972,st_step 76752_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-03-08 13:06:40+01:00,SUPERVISOR,76748,338.41532143929817,UNKNOWN,922,UNKNOWN,65458,351.7471351077304,UNKNOWN,338.41532143929817,76751,176.0,0.0,338.41532143929817,239,False,76749,-43.89487432894663,0,1
54558,fd_declaration 65171_18,SYSTEM,Payment Handled,2018-10-01 17:31:14+02:00,UNDEFINED,65169,1279.740424378062,UNKNOWN,5382,UNKNOWN,65461,1256.037194536047,UNKNOWN,1279.740424378062,65172,54.0,2.0,1279.740424378062,"1,107",False,65170,-165.314255362297,0,0
64855,st_step 80599_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2017-09-02 13:13:34+02:00,SUPERVISOR,80592,1281.5929598026298,427,2351,3442,65458,1822.5234537095769,UNKNOWN,1281.5929598026298,80595,113.0,6.0,1281.5929598026298,"1,618",False,80593,-540.2017296572271,0,1
40423,fd_declaration 43040_18,SYSTEM,Payment Handled,2018-08-16 17:31:23+02:00,UNDEFINED,43038,1769.354418284918,UNKNOWN,3594,UNKNOWN,65454,2017.951942125685,UNKNOWN,1769.354418284918,43041,133.0,10.0,1769.354418284918,"1,539",False,43039,-12.646457830496502,0,1
42072,st_step 45720_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-08-20 15:37:32+02:00,ADMINISTRATION,45710,1528.579775422094,427,1956,5126,65455,2208.533095745169,UNKNOWN,1528.579775422094,45713,146.0,6.0,1528.579775422094,"1,173",False,45711,-429.96463112193055,0,1
37358,rv_travel permit 38464_6,STAFF MEMBER,Start trip,2018-06-10 00:00:00+02:00,EMPLOYEE,38464,1573.2925667232741,427,1969,12475,65456,731.407390273459,UNKNOWN,1573.2925667232741,38467,35.0,4.0,1573.2925667232741,"1,175",True,38465,117.82957095459415,1,0
45162,st_step 50449_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-09-19 16:12:56+02:00,SUPERVISOR,50445,1125.8814687996928,UNKNOWN,1644,UNKNOWN,65458,921.3025143362411,UNKNOWN,1125.8814687996928,50448,57.0,9.0,1125.8814687996928,"1,340",True,50446,579.7449354267076,1,0
67589,st_step 84417_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-12-08 09:53:35+01:00,EMPLOYEE,84412,123.84930324279226,427,2351,3442,65458,161.2818713786965,UNKNOWN,123.84930324279226,84415,27.0,6.0,123.84930324279226,190,False,84413,-6.518384381199596,0,0
34175,rv_travel permit 33793_7,STAFF MEMBER,End trip,2018-10-03 00:00:00+02:00,EMPLOYEE,33793,99.5941076548315,UNKNOWN,8795,UNKNOWN,65455,160.63565750779273,UNKNOWN,99.5941076548315,33796,10.0,2.0,99.5941076548315,93,False,33794,-61.041549852961225,0,0
21174,st_step 12819_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-08-23 10:45:59+02:00,SUPERVISOR,12812,266.02778681949394,427,3170,3996,65459,495.29115959033703,UNKNOWN,266.02778681949394,12815,83.0,2.0,266.02778681949394,412,False,12813,-105.24885740674154,0,1
38035,st_step 39562_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-06-25 08:49:51+02:00,BUDGET OWNER,39551,313.80173768584996,UNKNOWN,1136,UNKNOWN,65466,58.33144021219583,UNKNOWN,313.80173768584996,39554,17.0,1.0,313.80173768584996,223,True,39552,257.51443047762575,1,0
55877,st_step 67514_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-27 15:00:51+02:00,EMPLOYEE,67497,118.00497634208354,427,1313,1314,65456,480.0521016510692,UNKNOWN,118.00497634208354,67500,63.0,3.0,118.00497634208354,229,False,67498,-320.00476117220035,0,1
35514,rv_travel permit 35611_6,STAFF MEMBER,Start trip,2018-06-25 00:00:00+02:00,EMPLOYEE,35611,1003.296760139564,UNKNOWN,994,UNKNOWN,65460,1735.3360273322128,UNKNOWN,1003.296760139564,35614,92.0,4.0,1003.296760139564,"1,123",False,35612,-604.8369604759437,0,1
31852,st_step 29953_0,STAFF MEMBER,Permit REJECTED by EMPLOYEE,2018-10-01 12:02:44+02:00,EMPLOYEE,29946,1326.688660622759,427,475,10427,65458,1400.9592462000815,UNKNOWN,1326.688660622759,29949,28.0,3.0,1326.688660622759,"1,421",True,29947,159.65078182019124,1,0
51271,st_step 59845_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-09-13 15:33:04+02:00,EMPLOYEE,59840,146.10376173002814,427,829,830,65456,753.8364392861323,UNKNOWN,146.10376173002814,59843,35.0,3.0,146.10376173002814,246,False,59841,-228.0644085541903,0,0
45704,st_step 51323_0,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-05-07 14:14:58+02:00,BUDGET OWNER,51318,494.83231262606915,427,6626,23867,65466,550.3147802692887,UNKNOWN,494.83231262606915,51321,23.0,4.0,494.83231262606915,941,True,51319,47.85307167797265,1,0
51853,st_step 60682_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-10-30 10:47:37+01:00,ADMINISTRATION,60673,914.3417100395197,427,1956,13320,65455,1647.7302992048699,UNKNOWN,914.3417100395197,60676,52.0,5.0,914.3417100395197,"1,174",False,60674,-59.96960108436383,0,0
34675,fd_declaration 34486_17,SYSTEM,Request Payment,2018-10-16 10:37:08+02:00,UNDEFINED,34484,197.38254742948095,427,1021,18594,65466,660.1188643249106,UNKNOWN,197.38254742948095,34487,309.0,215.0,197.38254742948095,311,False,34485,-246.8868519294794,0,1
57096,fd_declaration 69318_18,SYSTEM,Payment Handled,2018-05-24 17:31:07+02:00,UNDEFINED,69316,394.43427286103656,UNKNOWN,1469,UNKNOWN,65460,176.33180258105494,UNKNOWN,394.43427286103656,69319,28.0,1.0,394.43427286103656,328,False,69317,-26.455957326045166,0,0
30082,st_step 27297_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-10-22 14:34:21+02:00,ADMINISTRATION,27283,401.61592045397066,427,974,8196,65458,744.0056918895076,UNKNOWN,401.61592045397066,27286,20.0,7.0,401.61592045397066,760,True,27284,110.97282012543928,1,0
22622,st_step 15246_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-04-26 13:37:40+02:00,EMPLOYEE,15230,2033.9990559371106,427,980,1230,65456,1710.0881607354358,UNKNOWN,2033.9990559371106,15233,117.0,12.0,2033.9990559371106,"1,565",True,15231,279.43118020861266,1,1
46922,rv_travel permit 53083_6,STAFF MEMBER,Start trip,2018-06-15 00:00:00+02:00,EMPLOYEE,53083,210.0127045056895,UNKNOWN,2154,UNKNOWN,65464,409.3991710033162,UNKNOWN,210.0127045056895,53086,77.0,1.0,210.0127045056895,190,False,53084,-138.1662529642694,0,1
28634,fd_declaration 24765_17,SYSTEM,Request Payment,2018-05-02 09:15:46+02:00,UNDEFINED,24762,809.6443100267232,427,1027,24764,65454,400.0193256984412,UNKNOWN,809.6443100267232,24766,26.0,2.0,809.6443100267232,750,True,24763,26.988143667557438,1,0
36772,st_step 37534_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-08-02 14:20:48+02:00,SUPERVISOR,37522,303.49149506992666,UNKNOWN,7560,UNKNOWN,65461,841.2486597386685,UNKNOWN,303.49149506992666,37525,91.0,5.0,303.49149506992666,526,False,37523,-91.7398245553581,0,1
34069,st_step 33702_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-09-20 22:54:10+02:00,EMPLOYEE,33695,657.5384176714817,427,592,9967,65454,474.8916421472236,UNKNOWN,657.5384176714817,33698,55.0,4.0,657.5384176714817,650,False,33696,0.0,0,0
67281,st_step 83980_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-09-07 08:14:02+02:00,SUPERVISOR,83975,248.32185947271142,427,899,915,65455,281.1188362591321,UNKNOWN,248.32185947271142,83978,43.0,2.0,248.32185947271142,392,True,83976,26.605913514933377,1,0
40240,rv_travel permit 4275_7,STAFF MEMBER,End trip,2018-04-23 00:00:00+02:00,EMPLOYEE,4275,1749.9210231882803,427,1644,4277,65458,1675.0260908986158,UNKNOWN,1749.9210231882803,4279,69.0,10.0,1749.9210231882803,"1,339",False,4276,-602.4746763926792,0,1
68030,st_step 85027_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-09-07 17:10:36+02:00,EMPLOYEE,85022,140.7119326443279,UNKNOWN,922,UNKNOWN,65458,239.64243790445084,UNKNOWN,140.7119326443279,85025,32.0,6.0,140.7119326443279,164,False,85023,-73.78796467934268,0,0
24306,st_step 18000_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-05-29 17:55:12+02:00,EMPLOYEE,17994,367.00393141339936,427,1644,1645,65458,651.8384381199593,UNKNOWN,367.00393141339936,17997,96.0,7.0,367.00393141339936,344,False,17995,-699.8679622302034,0,1
20919,st_step 12161_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-12-04 10:18:40+01:00,SUPERVISOR,12156,417.6090810248272,UNKNOWN,1755,UNKNOWN,65454,171.652920594762,UNKNOWN,417.6090810248272,12159,28.0,2.0,417.6090810248272,311,True,12157,68.4825181101807,1,0
27928,st_step 23602_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-01-31 10:51:06+01:00,ADMINISTRATION,23596,1034.7738481619915,427,722,23598,65456,2270.7265158016235,UNKNOWN,1034.7738481619915,23600,147.0,5.0,1034.7738481619915,"1,434",False,23597,-155.8655168779569,0,1
25389,rv_travel permit 19688_6,STAFF MEMBER,Start trip,2018-07-13 00:00:00+02:00,EMPLOYEE,19688,1380.972885668145,UNKNOWN,3594,UNKNOWN,65454,2211.673424258081,UNKNOWN,1380.972885668145,19691,16.0,4.0,1380.972885668145,"1,543",False,19689,-51.01455248417642,0,0
48296,rv_travel permit 55307_7,STAFF MEMBER,End trip,2018-02-25 00:00:00+01:00,EMPLOYEE,55307,416.1331896894399,427,899,2260,65455,426.7487574574411,UNKNOWN,416.1331896894399,55310,32.0,5.0,416.1331896894399,323,False,55308,-99.20202974020702,0,0
21635,st_step 13550_0,STAFF MEMBER,Permit REJECTED by EMPLOYEE,2018-10-30 14:03:18+01:00,EMPLOYEE,13541,382.73362225460124,427,974,13543,65458,303.5472460172437,UNKNOWN,382.73362225460124,13545,48.0,1.0,382.73362225460124,492,True,13542,188.25515566181605,1,0
38398,st_step 40037_0,STAFF MEMBER,Declaration APPROVED by SUPERVISOR,2018-05-14 10:08:36+02:00,SUPERVISOR,40028,4239.715333244595,UNKNOWN,673,UNKNOWN,65457,1323.8426215294014,UNKNOWN,4239.715333244595,40031,62.0,5.0,4239.715333244595,"3,260",True,40029,1340.8424872929995,1,1
35959,st_step 36334_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-05 12:57:51+02:00,EMPLOYEE,36323,710.1885587875103,427,962,4339,65459,1833.7924957763323,UNKNOWN,710.1885587875103,36326,156.0,9.0,710.1885587875103,505,False,36324,-3297.806277934082,0,1
39738,st_step 4215_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-01 15:08:41+01:00,SUPERVISOR,4210,477.5467468234459,427,974,4212,65458,621.1261119822966,UNKNOWN,477.5467468234459,4214,88.0,2.0,477.5467468234459,733,False,4211,-173.949497137599,0,1
46829,st_step 52964_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-06-29 20:23:15+02:00,ADMINISTRATION,52957,45.509834480525114,UNKNOWN,2453,UNKNOWN,65458,64.18053580586874,UNKNOWN,45.509834480525114,52960,9.0,0.0,45.509834480525114,78,False,52958,-18.67070132534363,0,0
31583,fd_declaration 2962_17,SYSTEM,Request Payment,2018-10-01 12:20:03+02:00,UNDEFINED,2960,2400.3305278771286,UNKNOWN,722,UNKNOWN,65456,1869.7553323932204,UNKNOWN,2400.3305278771286,2963,212.0,5.0,2400.3305278771286,"2,269",False,2961,-667.5225046674609,0,1
34857,st_step 34701_0,STAFF MEMBER,Permit REJECTED by SUPERVISOR,2018-08-22 11:17:47+02:00,SUPERVISOR,34692,1957.070226325116,UNKNOWN,659,UNKNOWN,65456,1639.3915965861954,UNKNOWN,1957.070226325116,34695,70.0,5.0,1957.070226325116,"1,353",False,34693,-429.6007813884403,0,1
38825,rv_travel permit 40614_7,STAFF MEMBER,End trip,2018-04-25 00:00:00+02:00,EMPLOYEE,40614,327.5990427869952,UNKNOWN,3678,UNKNOWN,65459,315.8026804005937,UNKNOWN,327.5990427869952,40617,68.0,2.0,327.5990427869952,379,False,40615,-35.439474285664346,0,1
23724,st_step 17149_0,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-05-01 11:50:42+02:00,BUDGET OWNER,17140,1224.9943831544097,427,1313,17142,65456,5612.748348330606,UNKNOWN,1224.9943831544097,17144,46.0,16.0,1224.9943831544097,"1,424",False,17141,-4108.5485772088905,0,0
20719,st_step 11902_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-11-28 15:21:55+01:00,EMPLOYEE,11896,113.69449040935481,UNKNOWN,4444,UNKNOWN,65457,118.09481627039308,UNKNOWN,113.69449040935481,11899,307.0,274.0,113.69449040935481,85,False,11897,-20.063733601650853,0,1
32427,rv_travel permit 30801_6,STAFF MEMBER,Start trip,2018-02-22 00:00:00+01:00,EMPLOYEE,30801,340.758882709432,UNKNOWN,1327,UNKNOWN,65466,1002.357389802497,UNKNOWN,340.758882709432,30804,76.0,7.0,340.758882709432,374,False,30802,-593.1391247161504,0,1
22977,st_step 15955_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-12-05 14:41:45+01:00,SUPERVISOR,15950,231.5734032065873,427,635,15952,65458,245.2561354172565,UNKNOWN,231.5734032065873,15954,18.0,2.0,231.5734032065873,180,False,15951,-2.573037813406529,0,0
50142,fd_declaration 58120_18,SYSTEM,Payment Handled,2018-12-13 17:31:08+01:00,UNDEFINED,58118,395.61152308554983,427,5650,9502,65464,410.80856332895377,UNKNOWN,395.61152308554983,58121,89.0,35.0,395.61152308554983,657,True,58119,2.408593747857253,1,1
56052,st_step 67731_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-04-21 09:28:44+02:00,ADMINISTRATION,67722,1196.8937066555545,UNKNOWN,698,UNKNOWN,65458,569.9914644333846,UNKNOWN,1196.8937066555545,67725,54.0,4.0,1196.8937066555545,"1,225",True,67723,219.83761958979562,1,0
64931,fd_declaration 80709_18,SYSTEM,Payment Handled,2018-01-25 17:31:08+01:00,UNDEFINED,80707,382.4467997418144,427,698,27037,65458,367.426854461617,UNKNOWN,382.4467997418144,80710,110.0,2.0,382.4467997418144,514,False,80708,-101.19214934802869,0,1
32970,st_step 31847_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-02-15 14:29:38+01:00,EMPLOYEE,31840,1437.1920856009083,427,2976,31842,65456,1857.6056169166973,UNKNOWN,1437.1920856009083,31844,81.0,5.0,1437.1920856009083,"2,047",True,31841,32.998548130553445,1,1
33356,st_step 3257_0,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-02-09 08:32:20+01:00,BUDGET OWNER,3250,2616.7691586713195,UNKNOWN,3237,UNKNOWN,65464,1705.257852808135,3238,2616.7691586713195,3253,104.0,9.0,2616.7691586713195,"1,751",False,3251,-73.2276920473414,0,1
52613,fd_declaration 61717_17,SYSTEM,Request Payment,2018-09-25 10:37:42+02:00,UNDEFINED,61715,966.8445964967437,427,722,723,65456,1630.8049641356376,UNKNOWN,966.8445964967437,61718,99.0,6.0,966.8445964967437,"1,047",False,61716,-510.66386042282636,0,1
32550,fd_declaration 31022_17,SYSTEM,Request Payment,2018-05-29 09:32:35+02:00,UNDEFINED,31020,381.7182999258004,UNKNOWN,14556,UNKNOWN,65464,1282.7703622214983,UNKNOWN,381.7182999258004,31023,70.0,4.0,381.7182999258004,549,False,31021,-591.6981297574794,0,1
36158,fd_declaration 36694_17,SYSTEM,Request Payment,2018-05-24 11:05:08+02:00,UNDEFINED,36692,163.82027005716643,UNKNOWN,899,UNKNOWN,65455,182.91587878232366,UNKNOWN,163.82027005716643,36695,14.0,1.0,163.82027005716643,275,True,36693,46.46538568894175,1,0
31205,st_step 29125_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-04-25 11:10:28+02:00,SUPERVISOR,29119,346.7142422058573,UNKNOWN,21270,UNKNOWN,65464,1281.4799880531034,UNKNOWN,346.7142422058573,29122,56.0,8.0,346.7142422058573,561,False,29120,-299.74404183572335,0,0
44399,rv_travel permit 4930_6,STAFF MEMBER,Start trip,2018-03-11 00:00:00+01:00,EMPLOYEE,4930,516.0778426569689,427,4932,4933,65459,588.6654309723426,UNKNOWN,516.0778426569689,4935,28.0,1.0,516.0778426569689,422,True,4931,188.48111355732914,1,0
24479,st_step 18315_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-10-31 16:19:59+01:00,EMPLOYEE,18311,749.0889498668892,UNKNOWN,980,UNKNOWN,65469,720.6736320953833,UNKNOWN,749.0889498668892,18314,43.0,2.0,749.0889498668892,679,True,18312,20.961251910855594,1,0
56346,st_step 68152_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-29 08:51:57+02:00,SUPERVISOR,68145,1252.2238966711907,UNKNOWN,2945,UNKNOWN,65472,648.1547594641421,UNKNOWN,1252.2238966711907,68148,93.0,3.0,1252.2238966711907,"1,064",True,68146,16.47663021935773,1,1
64603,st_step 80238_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-06-08 11:07:33+02:00,EMPLOYEE,80234,525.0109761304502,427,635,636,65458,804.7896155669722,UNKNOWN,525.0109761304502,80237,49.0,4.0,525.0109761304502,639,False,80235,-214.44110292652192,0,0
37279,st_step 38381_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-06-20 18:14:28+02:00,ADMINISTRATION,38374,734.1626805962495,427,3351,3352,65464,430.12443228736294,UNKNOWN,734.1626805962495,38377,37.0,6.0,734.1626805962495,693,True,38375,204.46377684715173,1,0
46267,st_step 52173_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-11-14 15:30:22+01:00,BUDGET OWNER,52165,15.817834587243356,427,1327,33817,65466,28.719710467148985,UNKNOWN,15.817834587243356,52168,59.0,0.0,15.817834587243356,27,False,52166,0.0,0,0
53369,st_step 63133_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-26 10:59:39+02:00,SUPERVISOR,63126,1578.1565196219176,427,1114,13750,65460,729.0805531311175,UNKNOWN,1578.1565196219176,63129,65.0,6.0,1578.1565196219176,"1,207",True,63127,532.1538554151784,1,1
41825,fd_declaration 45246_17,SYSTEM,Request Payment,2018-05-16 19:06:32+02:00,UNDEFINED,45243,73.49186848560778,427,6198,45245,65455,813.2105900265733,UNKNOWN,73.49186848560778,45247,23.0,5.0,73.49186848560778,79,False,45244,-903.2987886015842,0,0
61883,st_step 76555_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2017-01-17 13:29:08+01:00,EMPLOYEE,76546,319.85866559908953,427,440,76548,65455,321.0051124291938,UNKNOWN,319.85866559908953,76550,13.0,2.0,319.85866559908953,279,False,76547,-1.146446830104253,0,0
27235,st_step 22441_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-01-27 15:43:08+01:00,EMPLOYEE,22437,2204.18182255575,427,722,723,65456,1546.79741625022,UNKNOWN,2204.18182255575,22440,96.0,6.0,2204.18182255575,"1,974",False,22438,-29.031776791514403,0,1
58513,rv_travel permit 71385_7,STAFF MEMBER,End trip,2018-06-29 00:00:00+02:00,EMPLOYEE,71385,314.79660297434907,UNKNOWN,1021,UNKNOWN,65466,660.1188643249106,UNKNOWN,314.79660297434907,71388,57.0,2.0,314.79660297434907,496,False,71386,-129.47279638461129,0,0
