,ApplicationType,LoanGoal,RequestedAmount,Case ID,label,Activity,org:resource,Action,EventOrigin,lifecycle:transition,Accepted,Selected,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferedAmount,CreditScore,timesincelastevent,timesincecasestart,timesincemidnight,event_nr,month,weekday,hour,open_cases,time:timestamp
1141048,New credit,Remaining debt home,15000.0,Application_780296156,deviant,W_Call incomplete files,User_93,Obtained,Workflow,start,True,True,15000.0,653.47,24.0,15000.0,981.0,3.3333333333333335e-05,25564.646616666665,796,58,12,1,13,1500,2016-12-27 13:16:51.652
817206,Limit raise,Caravan / Camper,24000.0,Application_1842274873,deviant,W_Validate application,User_126,Released,Workflow,suspend,False,True,0.0,700.0,37.0,24000.0,0.0,2.4991,10039.001766666666,458,34,9,4,7,2409,2016-09-16 07:38:38.119
366586,Limit raise,Car,50000.0,Application_1320728876,deviant,A_Pending,User_99,statechange,Application,complete,True,True,0.0,520.0,120.0,50000.0,0.0,8.333333333333333e-05,27004.83925,484,29,5,0,8,1402,2016-05-23 08:04:18.624
630858,New credit,Car,18000.0,Application_1747143468,deviant,A_Validating,User_27,statechange,Application,complete,True,True,18000.0,298.85,68.0,18000.0,825.0,0.0011666666666666,42946.90928333333,600,40,8,3,10,2390,2016-08-18 10:00:09.608
101312,New credit,Home improvement,15000.0,Application_1448267312,deviant,W_Validate application,User_90,Deleted,Workflow,ate_abort,True,True,0.0,300.0,56.0,15000.0,923.0,8.333333333333333e-05,25925.4422,448,45,2,0,7,1840,2016-02-22 07:28:37.334
141404,New credit,Extra spending limit,20000.0,Application_1003879772,regular,W_Validate application,User_117,Created,Workflow,schedule,False,True,600.0,150.0,127.0,15000.0,781.0,0.0006666666666666,108550.68645,418,94,5,1,6,1549,2016-05-03 06:58:56.842
1118215,New credit,Existing loan takeover,50000.0,Application_40477267,deviant,A_Validating,User_123,statechange,Application,complete,True,True,7500.0,1000.0,56.0,50000.0,894.0,0.0165166666666666,19269.3077,812,25,12,4,13,1876,2016-12-16 13:32:35.963
34598,New credit,Car,25000.0,Application_288955533,regular,W_Validate application,User_30,Released,Workflow,suspend,True,True,5000.0,250.0,126.0,25000.0,0.0,0.18885,19983.60198333333,412,27,1,2,6,1261,2016-01-27 06:52:08.446
222887,Limit raise,"Other, see explanation",20000.0,Application_1101941744,deviant,W_Validate application,User_102,Deleted,Workflow,ate_abort,True,True,8000.0,200.0,127.0,20000.0,0.0,0.0001,31514.828,697,45,4,2,11,1586,2016-04-06 11:37:55.623
15352,New credit,Car,16000.0,Application_2103337476,regular,W_Call incomplete files,User_41,Released,Workflow,suspend,True,True,16000.0,272.66,67.0,16000.0,1085.0,8.93695,40437.37843333333,1107,31,2,2,18,1549,2016-02-03 18:27:00.190
263546,New credit,Car,25000.0,Application_987810444,deviant,W_Validate application,User_87,Released,Workflow,suspend,True,True,25000.0,261.48,120.0,25000.0,824.0,0.0777666666666666,12134.7416,311,29,4,3,5,1603,2016-04-07 05:11:06.792
724864,Limit raise,Home improvement,10000.0,Application_392956867,deviant,W_Validate application,User_116,Released,Workflow,suspend,True,True,0.0,100.0,134.0,10000.0,0.0,0.1495666666666666,11480.626683333334,521,33,8,1,8,2151,2016-08-23 08:41:33.866
58548,New credit,Existing loan takeover,7500.0,Application_1158157360,regular,A_Cancelled,User_9,statechange,Application,complete,True,False,0.0,230.52,36.0,7500.0,0.0,78.64318333333334,8527.856783333333,697,25,1,2,11,1250,2016-01-27 11:37:39.048
654770,New credit,Car,12000.0,Application_1928465676,deviant,A_Validating,User_90,statechange,Application,complete,False,True,12000.0,245.03,55.0,12000.0,998.0,0.0011666666666666,11272.977616666669,629,30,8,2,10,2229,2016-08-03 10:29:18.541
1031879,New credit,Home improvement,7500.0,Application_717781808,regular,A_Validating,User_118,statechange,Application,complete,True,False,7500.0,84.45,120.0,7500.0,0.0,0.0136166666666666,19984.06418333333,520,25,11,0,8,2186,2016-11-21 08:40:06.563
907755,New credit,Existing loan takeover,25000.0,Application_436043028,regular,O_Cancelled,User_100,statechange,Offer,complete,True,False,0.0,250.0,126.0,25000.0,0.0,0.0001166666666666,13039.8567,585,35,10,3,9,2283,2016-10-13 09:45:35.776
122919,New credit,Car,6000.0,Application_49228166,regular,O_Cancelled,User_20,statechange,Offer,complete,True,False,6000.0,183.39,36.0,6000.0,0.0,0.0005,8889.249333333333,1026,20,2,2,17,1826,2016-02-17 17:06:10.379
412359,New credit,Car,5000.0,Application_868516310,deviant,W_Validate application,User_68,Released,Workflow,suspend,False,True,5000.0,118.15,48.0,5000.0,859.0,1.1683333333333332,6730.8637,360,31,5,4,6,1270,2016-05-27 06:00:45.163
660698,New credit,Home improvement,5000.0,Application_1398776647,deviant,W_Call after offers,User_4,Released,Workflow,suspend,True,True,5000.0,222.31,24.0,5000.0,1013.0,1.2714666666666667,6875.388333333333,821,17,8,0,13,2158,2016-08-01 13:41:52.943
487247,Limit raise,Extra spending limit,30000.0,Application_647581209,deviant,O_Create Offer,User_39,Created,Offer,complete,True,True,0.0,310.0,126.0,31000.0,0.0,2.1971666666666665,6.92535,930,6,6,0,15,1801,2016-06-13 15:30:52.220
209605,New credit,Extra spending limit,14000.0,Application_17235666,regular,W_Validate application,User_117,Released,Workflow,suspend,False,False,14000.0,267.78,60.0,14000.0,0.0,2.5266,18658.94285,836,52,3,2,13,1636,2016-03-23 13:56:06.942
1026883,New credit,Car,7300.0,Application_3575600,regular,W_Call after offers,User_2,Obtained,Workflow,resume,True,True,6040.0,142.2,60.0,7300.0,0.0,5560.996283333333,5571.10695,598,14,11,2,9,2111,2016-11-09 09:58:49.795
299190,New credit,Car,40000.0,Application_59935809,deviant,W_Complete application,User_5,Deleted,Workflow,ate_abort,True,True,40000.0,2083.22,20.0,40000.0,959.0,0.0005666666666666,1665.6539666666667,849,13,4,1,14,1571,2016-04-12 14:09:13.936
432788,New credit,Car,5000.0,Application_1233770715,deviant,W_Call incomplete files,User_28,Released,Workflow,suspend,True,True,5000.0,175.23,31.0,5000.0,845.0,2.212533333333333,11431.62585,1061,29,6,0,17,1519,2016-06-06 17:41:30.563
1019675,New credit,Home improvement,45000.0,Application_661026251,regular,W_Validate application,User_68,Obtained,Workflow,resume,True,True,10805.0,458.2,120.0,45000.0,855.0,6274.4697,36186.95513333334,996,39,11,0,16,1814,2016-11-28 16:36:12.788
593265,New credit,Car,30250.0,Application_2071585565,regular,W_Assess potential fraud,User_144,Deleted,Workflow,complete,True,True,0.0,560.0,56.0,28000.0,0.0,0.0002166666666666,19362.65043333333,453,46,7,4,7,2195,2016-07-22 07:33:41.210
546015,New credit,Existing loan takeover,15000.0,Application_1291409300,deviant,W_Call after offers,User_49,Released,Workflow,suspend,True,True,4338.0,653.47,24.0,15000.0,710.0,1.8157666666666668,1411.360316666667,780,15,6,2,13,2018,2016-06-29 13:00:37.100
1152980,New credit,Car,5000.0,Application_1681194502,regular,W_Validate application,User_106,Obtained,Workflow,resume,False,True,5000.0,97.4,60.0,5000.0,0.0,75.39713333333333,38058.84433333333,546,84,1,0,9,956,2017-01-09 09:06:02.242
268158,Limit raise,Home improvement,0.0,Application_1759147596,deviant,O_Create Offer,User_97,Created,Offer,complete,True,True,0.0,200.0,127.0,20000.0,0.0,1.6512666666666669,1262.8129833333332,430,8,4,4,7,1574,2016-04-01 07:10:17.629
614395,Limit raise,Car,37000.0,Application_207596397,deviant,A_Validating,User_123,statechange,Application,complete,True,True,13000.0,500.0,87.0,37000.0,0.0,0.0015333333333333,11340.251766666666,584,35,7,4,9,2148,2016-07-22 09:44:09.627
177887,New credit,Existing loan takeover,33000.0,Application_1903311847,deviant,W_Call incomplete files,User_112,Deleted,Workflow,ate_abort,True,True,843.34,452.67,86.0,33000.0,728.0,469.0408,43989.679266666666,349,105,3,3,5,1648,2016-03-31 05:49:18.400
507947,New credit,Home improvement,6000.0,Application_1226442234,regular,W_Call incomplete files,User_12,Obtained,Workflow,resume,True,True,7630.0,274.92,120.0,27000.0,931.0,73.7749,47469.6353,872,32,7,3,14,2508,2016-07-21 14:32:43.607
977390,New credit,Car,20000.0,Application_567052727,deviant,W_Validate application,User_93,Released,Workflow,suspend,True,True,20000.0,454.39,48.0,20000.0,1008.0,24.49943333333333,3910.41115,846,31,10,2,14,1972,2016-10-26 14:06:58.864
211331,New credit,Car,8000.0,Application_1373169839,deviant,A_Incomplete,User_100,statechange,Application,complete,True,True,8000.0,122.78,80.0,8000.0,1034.0,5e-05,8690.88805,548,30,3,3,9,1725,2016-03-17 09:08:06.669
862099,New credit,Car,8250.0,Application_1073143855,regular,W_Call incomplete files,User_54,Obtained,Workflow,resume,True,True,7500.0,199.5,42.0,7500.0,0.0,10378.558283333334,44900.41625,892,56,10,5,14,2344,2016-10-22 14:52:04.526
27782,Limit raise,Not speficied,50000.0,Application_1016632627,deviant,W_Validate application,User_116,Obtained,Workflow,start,True,True,0.0,500.0,126.0,50000.0,768.0,6.666666666666667e-05,20245.82935,791,56,1,0,13,1199,2016-01-25 13:11:46.960
634933,New credit,Unknown,0.0,Application_1241660225,deviant,W_Call after offers,User_35,Obtained,Workflow,start,True,True,1679.28,142.13,72.0,8500.0,726.0,5e-05,5.626016666666667,964,11,7,2,16,2501,2016-07-20 16:04:09.693
959863,New credit,Home improvement,5000.0,Application_324026343,regular,W_Call after offers,User_104,Created,Workflow,schedule,True,False,0.0,56.0,118.0,5000.0,0.0,0.0001833333333333,994.2651333333332,500,14,10,2,8,2305,2016-10-19 08:20:18.795
1063044,New credit,Existing loan takeover,23500.0,Application_1052606575,regular,W_Call after offers,User_4,Obtained,Workflow,start,True,True,7639.0,254.56,120.0,25000.0,0.0,8.333333333333333e-05,1568.460466666667,937,16,11,3,15,2176,2016-11-17 15:37:10.091
673796,New credit,Existing loan takeover,50000.0,Application_587192940,regular,W_Validate application,User_123,Created,Workflow,schedule,True,True,11210.0,509.11,120.0,50000.0,923.0,0.00025,11924.302483333331,889,23,8,1,14,2288,2016-08-09 14:49:27.310
620651,New credit,Existing loan takeover,54500.0,Application_1463747535,regular,O_Sent (mail and online),User_35,statechange,Offer,complete,True,False,784.0,535.64,110.0,49000.0,0.0,0.15665,220.05678333333333,779,14,7,5,12,2429,2016-07-16 12:59:26.778
843953,New credit,Home improvement,12000.0,Application_796344198,regular,O_Create Offer,User_57,Created,Offer,complete,False,True,12000.0,160.62,90.0,12000.0,0.0,1.5354333333333334,339.7193833333333,1003,10,9,4,16,2440,2016-09-16 16:43:21.742
728662,Limit raise,Home improvement,15000.0,Application_446548245,deviant,W_Validate application,User_107,Deleted,Workflow,ate_abort,True,True,0.0,200.0,89.0,15000.0,0.0,5e-05,23459.72945,875,35,9,3,14,2210,2016-09-01 14:35:55.987
284547,New credit,Remaining debt home,36000.0,Application_404231381,regular,A_Complete,User_35,statechange,Application,complete,True,False,36000.0,376.54,120.0,36000.0,0.0,3.3333333333333335e-05,5090.061116666667,548,17,4,5,9,1526,2016-04-09 09:08:12.278
326015,New credit,Existing loan takeover,5000.0,Application_1942298533,regular,W_Call after offers,User_49,Released,Workflow,suspend,False,True,2000.0,56.3,120.0,5000.0,0.0,3.36005,1164.4355,505,19,4,3,8,1635,2016-04-21 08:25:13.041
616451,New credit,Home improvement,75000.0,Application_1480308834,regular,W_Call incomplete files,User_68,Obtained,Workflow,start,True,True,0.0,750.0,126.0,75000.0,986.0,3.3333333333333335e-05,20712.077716666667,442,36,7,4,7,2111,2016-07-29 07:22:12.390
433987,New credit,Existing loan takeover,17500.0,Application_1834868424,regular,W_Call incomplete files,User_101,Created,Workflow,schedule,True,True,3542.0,250.0,82.0,17500.0,871.0,0.0006166666666666,24464.829116666668,522,26,6,3,8,1933,2016-06-16 08:42:14.617
222779,New credit,Car,10000.0,Application_1281642977,deviant,W_Complete application,User_42,Deleted,Workflow,complete,True,True,10550.44,212.74,72.0,13000.0,899.0,0.0003,4078.814333333333,565,14,3,4,9,1718,2016-03-18 09:25:22.797
1022872,New credit,Car,10000.0,Application_184083402,regular,W_Call after offers,User_5,Released,Workflow,suspend,False,True,10000.0,197.83,57.0,10000.0,0.0,0.9998166666666668,14926.214883333334,1183,47,11,0,19,2163,2016-11-14 19:43:29.007
772198,New credit,"Other, see explanation",5000.0,Application_1224579942,regular,O_Created,User_53,statechange,Offer,complete,True,False,5000.0,84.58,71.0,5000.0,0.0,0.0128333333333333,3262.9717,879,15,8,2,14,2169,2016-08-31 14:39:01.231
458801,New credit,Existing loan takeover,0.0,Application_957567269,regular,O_Sent (mail and online),User_61,statechange,Offer,complete,True,True,4704.0,696.63,45.0,29000.0,812.0,1.9955,7.062583333333333,659,8,6,0,10,1490,2016-06-06 10:59:29.154
470176,New credit,Home improvement,40000.0,Application_773585477,regular,A_Incomplete,User_99,statechange,Application,complete,False,True,28000.0,285.1,120.0,28000.0,0.0,3.3333333333333335e-05,37251.90541666667,862,97,7,0,14,2280,2016-07-04 14:22:48.415
342472,Limit raise,Unknown,7750.0,Application_2060763409,deviant,A_Validating,User_2,statechange,Application,complete,True,True,700.0,135.0,67.0,7700.0,0.0,0.0144166666666666,11059.936733333334,591,34,5,2,9,1550,2016-05-04 09:51:30.908
40516,New credit,Car,29000.0,Application_1980450039,regular,W_Call after offers,User_19,Created,Workflow,schedule,True,False,29000.0,596.84,54.0,29000.0,0.0,0.0001166666666666,4239.718016666667,699,16,1,0,11,1005,2016-01-18 11:39:18.202
892413,New credit,Existing loan takeover,50000.0,Application_1055618357,regular,O_Sent (mail and online),User_51,statechange,Offer,complete,False,True,0.0,300.0,126.0,30000.0,0.0,0.1858166666666666,95.88466666666666,826,22,9,3,13,2324,2016-09-29 13:46:46.754
495102,Limit raise,"Other, see explanation",13000.0,Application_1636853998,deviant,W_Call incomplete files,User_83,Obtained,Workflow,start,False,True,0.0,150.0,127.0,15000.0,684.0,5e-05,20094.468616666665,450,35,6,2,7,2032,2016-06-29 07:30:48.589
513172,New credit,"Other, see explanation",60500.0,Application_1465315204,regular,W_Validate application,User_99,Released,Workflow,suspend,True,True,1088.31,616.03,120.0,60500.0,839.0,0.1217333333333333,5658.43435,580,25,6,4,9,1996,2016-06-24 09:40:06.897
831308,New credit,Home improvement,50000.0,Application_402575573,regular,A_Cancelled,User_26,statechange,Application,complete,True,False,38000.0,1068.39,38.0,38000.0,0.0,180.1469333333333,8584.760866666667,609,16,9,0,10,2482,2016-09-19 10:09:30.989
359266,New credit,Existing loan takeover,25000.0,Application_1426066854,regular,W_Call incomplete files,User_68,Released,Workflow,suspend,True,False,407.0,366.08,120.0,35000.0,0.0,1.5583333333333331,22797.356666666667,599,87,5,2,9,1553,2016-05-18 09:59:33.032
246654,New credit,Home improvement,32500.0,Application_1633746030,deviant,W_Call after offers,User_18,Obtained,Workflow,start,True,True,12380.0,445.81,86.0,32500.0,846.0,0.0005666666666666,3.6623833333333335,595,11,3,2,9,1656,2016-03-23 09:55:30.669
1137096,New credit,Car,5000.0,Application_1010390571,regular,W_Complete application,User_49,Obtained,Workflow,resume,False,True,5000.0,97.4,60.0,5000.0,0.0,3047.0013166666668,5541.691766666667,775,12,12,0,12,1804,2016-12-12 12:55:37.378
486561,New credit,"Other, see explanation",5000.0,Application_460038763,regular,O_Sent (mail and online),User_61,statechange,Offer,complete,True,False,0.0,50.0,138.0,5000.0,0.0,2.6876333333333333,2508.6655333333333,465,13,6,2,7,1903,2016-06-15 07:45:26.436
54758,New credit,Existing loan takeover,30000.0,Application_1475582405,deviant,A_Incomplete,User_75,statechange,Application,complete,True,True,15000.0,450.0,77.0,30000.0,882.0,5e-05,38676.306566666666,536,42,2,1,8,1828,2016-02-16 08:56:21.472
1114211,New credit,Existing loan takeover,13200.0,Application_1068062776,deviant,O_Accepted,User_112,statechange,Offer,complete,True,True,26.0,140.52,120.0,13200.0,944.0,3808.253516666666,29554.5409,445,58,12,3,7,1686,2016-12-22 07:25:12.604
677754,New credit,Car,7000.0,Application_370233026,deviant,W_Call after offers,User_116,Deleted,Workflow,ate_abort,True,True,7000.0,213.95,36.0,7000.0,1061.0,3943.1274,5125.899983333334,492,17,8,4,8,2189,2016-08-05 08:12:49.804
537202,New credit,Home improvement,50000.0,Application_1770693603,regular,W_Call after offers,User_112,Deleted,Workflow,ate_abort,True,False,0.0,450.0,63.0,25000.0,0.0,853.1822666666667,12819.810533333331,494,26,7,1,8,2328,2016-07-05 08:14:24.903
238733,New credit,Caravan / Camper,25750.0,Application_1817155931,regular,W_Call after offers,User_31,Released,Workflow,suspend,True,False,0.0,257.0,126.0,25700.0,0.0,0.48325,6465.601833333333,545,23,3,4,9,1540,2016-03-25 09:05:53.987
57206,New credit,Remaining debt home,15000.0,Application_1056392515,regular,W_Call incomplete files,User_33,Released,Workflow,suspend,False,False,0.0,299.46,56.0,15000.0,0.0,0.2773166666666666,51089.99061666667,610,63,2,3,10,1737,2016-02-25 10:10:01.977
635769,New credit,Existing loan takeover,10000.0,Application_145983241,regular,O_Created,User_51,statechange,Offer,complete,False,True,1762.0,179.8,120.0,17500.0,0.0,0.0136,3760.147683333333,623,17,7,5,10,2101,2016-07-23 10:23:17.671
555365,New credit,Home improvement,10000.0,Application_948481390,deviant,W_Call incomplete files,User_14,Obtained,Workflow,resume,True,True,10000.0,578.17,18.0,10000.0,998.0,3.064483333333333,17237.082766666666,501,38,7,1,8,2396,2016-07-12 08:21:05.934
1096991,New credit,Car,9000.0,Application_1493484457,deviant,W_Call after offers,User_1,Deleted,Workflow,ate_abort,True,True,9000.0,198.29,52.0,9000.0,924.0,5443.19455,6825.241333333333,392,18,12,4,6,1807,2016-12-02 06:32:56.413
538497,New credit,Existing loan takeover,15000.0,Application_1674907586,regular,W_Call incomplete files,User_10,Deleted,Workflow,complete,False,True,0.0,199.14,88.0,15000.0,0.0,0.0002333333333333,45615.13765,1100,50,7,3,18,2130,2016-07-28 18:20:12.549
1150407,New credit,Remaining debt home,30000.0,Application_216754029,regular,W_Validate application,User_133,Released,Workflow,suspend,False,False,0.0,212.55,180.0,28500.0,0.0,0.5622,10379.106216666669,993,53,12,1,16,1906,2016-12-20 16:33:06.363
375647,New credit,Car,10000.0,Application_1349348031,deviant,W_Call after offers,User_31,Released,Workflow,suspend,True,True,10000.0,200.0,57.0,10000.0,984.0,0.3542666666666667,6696.811733333333,592,20,5,4,9,1518,2016-05-13 09:52:36.867
313010,New credit,Home improvement,5000.0,Application_904776422,deviant,W_Validate application,User_119,Created,Workflow,schedule,False,True,2500.0,150.0,37.0,5000.0,876.0,0.0006166666666666,24142.40663333333,550,35,5,0,9,1509,2016-05-02 09:10:05.073
435623,New credit,Existing loan takeover,30000.0,Application_886146153,regular,W_Call after offers,User_5,Released,Workflow,suspend,True,False,0.0,300.0,91.0,23000.0,0.0,2.9916,2542.7885666666666,528,21,6,2,8,1356,2016-06-01 08:48:35.140
591638,New credit,Not speficied,50000.0,Application_2096235976,regular,W_Call incomplete files,User_39,Released,Workflow,suspend,True,True,25000.0,613.17,44.0,25000.0,846.0,5.759366666666667,35712.064516666665,520,39,8,1,8,2175,2016-08-02 08:40:52.650
649110,New credit,Unknown,0.0,Application_743578701,deviant,W_Call incomplete files,User_125,Created,Workflow,schedule,True,True,15000.0,154.11,120.0,15000.0,1007.0,0.00015,11385.609,574,22,8,1,9,2179,2016-08-02 09:34:59.333
799860,Limit raise,Unknown,0.0,Application_187245111,deviant,A_Incomplete,User_126,statechange,Application,complete,True,True,0.0,600.0,126.0,60000.0,959.0,3.3333333333333335e-05,2810.734183333333,412,21,9,2,6,2318,2016-09-07 06:52:37.741
542733,New credit,Not speficied,16000.0,Application_315815107,deviant,W_Validate application,User_29,Deleted,Workflow,complete,True,True,0.0,216.62,86.0,16000.0,822.0,4.06565,11083.375283333333,529,36,7,1,8,2327,2016-07-05 08:49:08.334
150145,New credit,Home improvement,20000.0,Application_678149634,deviant,W_Call incomplete files,User_33,Released,Workflow,suspend,True,True,0.0,150.0,127.0,15000.0,873.0,1.3248833333333334,42932.60318333333,770,56,3,0,12,1794,2016-03-21 12:50:13.724
176297,New credit,"Other, see explanation",17000.0,Application_662121188,deviant,A_Validating,User_18,statechange,Application,complete,True,True,2675.92,187.24,113.0,17000.0,820.0,0.0010666666666666,11809.004483333334,1059,36,3,1,17,1654,2016-03-08 17:39:19.373
624750,New credit,Car,0.0,Application_1617454068,regular,W_Call after offers,User_51,Obtained,Workflow,resume,True,False,0.0,75.0,81.0,5000.0,0.0,5741.26345,6359.531166666667,1027,20,7,4,17,2110,2016-07-22 17:07:03.485
875731,New credit,Home improvement,25000.0,Application_868953340,deviant,W_Call incomplete files,User_90,Obtained,Workflow,start,True,True,25000.0,254.56,120.0,25000.0,945.0,3.3333333333333335e-05,17177.823133333335,410,40,10,4,6,2262,2016-10-07 06:50:00.574
523928,New credit,Existing loan takeover,40000.0,Application_1689856193,deviant,W_Call incomplete files,User_99,Obtained,Workflow,resume,True,True,12039.0,407.29,120.0,40000.0,820.0,78.96468333333333,28576.812,598,37,7,1,9,2400,2016-07-12 09:58:34.850
972312,New credit,Car,8000.0,Application_1123655418,regular,O_Create Offer,User_66,Created,Offer,complete,True,True,1986.0,106.46,120.0,10000.0,736.0,1567.5998833333333,7035.783216666667,654,31,10,2,10,1967,2016-10-26 10:54:55.570
74050,New credit,Car,22000.0,Application_294742387,regular,W_Call after offers,User_118,Deleted,Workflow,ate_abort,False,True,22000.0,220.0,127.0,22000.0,0.0,1436.761166666667,9405.48265,518,25,2,1,8,1493,2016-02-02 08:38:52.571
225997,Limit raise,Unknown,60000.0,Application_918459127,deviant,W_Call incomplete files,User_99,Obtained,Workflow,start,True,True,10000.0,600.0,126.0,60000.0,0.0,3.3333333333333335e-05,9879.395416666666,521,29,3,2,8,1662,2016-03-23 08:41:28.398
283599,New credit,Home improvement,30000.0,Application_127322260,regular,W_Call after offers,User_23,Obtained,Workflow,start,False,False,30000.0,313.78,120.0,30000.0,0.0,6.666666666666667e-05,2536.9686166666665,671,18,4,3,11,1559,2016-04-07 11:11:32.434
1073607,New credit,Existing loan takeover,75000.0,Application_1328690304,deviant,W_Validate application,User_68,Obtained,Workflow,resume,True,True,10180.81,800.31,98.0,66500.0,966.0,4446.027483333333,22784.232483333333,925,30,12,0,15,1778,2016-12-05 15:25:50.580
300889,New credit,Car,5000.0,Application_1241512752,regular,O_Create Offer,User_43,Created,Offer,complete,True,False,5000.0,97.4,60.0,5000.0,0.0,0.7404666666666667,2269.383033333333,448,11,4,2,7,1608,2016-04-13 07:28:00.697
285370,New credit,Remaining debt home,19000.0,Application_1371149184,regular,W_Validate application,User_116,Released,Workflow,suspend,True,True,19000.0,143.55,180.0,19000.0,867.0,0.8601,80582.4026,556,62,6,2,9,1364,2016-06-01 09:16:29.663
94037,New credit,Extra spending limit,15000.0,Application_727786387,deviant,W_Validate application,User_109,Deleted,Workflow,complete,True,True,15000.0,865.31,18.0,15000.0,994.0,7.230366666666667,23259.06103333333,725,45,2,3,12,1842,2016-02-18 12:05:22.190
129333,New credit,Car,7000.0,Application_1192907459,regular,O_Created,User_73,statechange,Offer,complete,False,False,0.0,110.0,77.0,7000.0,0.0,0.0243666666666666,1614.2436833333334,704,9,2,0,11,1790,2016-02-15 11:44:55.423
817618,New credit,Existing loan takeover,5000.0,Application_2043645926,regular,W_Call after offers,User_3,Released,Workflow,suspend,True,False,0.0,75.0,81.0,5000.0,0.0,0.3477666666666666,6289.49825,1107,17,9,1,18,2363,2016-09-13 18:27:04.241
24635,New credit,Car,15000.0,Application_673709405,regular,W_Call incomplete files,User_10,Released,Workflow,suspend,True,True,0.0,300.0,56.0,15000.0,0.0,2.14425,8433.48455,996,33,1,4,16,861,2016-01-15 16:36:15.641
593441,New credit,Remaining debt home,10000.0,Application_1866718658,deviant,W_Validate application,User_27,Created,Workflow,schedule,True,True,0.0,204.19,55.0,10000.0,832.0,0.0001166666666666,65381.90835,490,51,8,1,8,2158,2016-08-23 08:10:40.657
218447,New credit,Home improvement,5000.0,Application_985292519,regular,W_Call after offers,User_5,Released,Workflow,suspend,True,False,0.0,75.0,81.0,5000.0,0.0,0.59585,7225.5528,609,19,3,5,10,1741,2016-03-19 10:09:38.873
1178464,New credit,Car,16000.0,Application_89338654,regular,W_Call incomplete files,User_134,Created,Workflow,schedule,True,True,15000.0,444.96,36.0,15000.0,799.0,8.333333333333333e-05,9610.00265,589,36,12,4,9,1504,2016-12-30 09:49:51.249
531737,New credit,Unknown,0.0,Application_1499353501,regular,W_Assess potential fraud,User_138,Obtained,Workflow,resume,False,True,6500.0,130.33,58.0,6500.0,757.0,82.85893333333334,26045.8352,817,33,7,1,13,2380,2016-07-12 13:37:13.013
273761,New credit,Unknown,40000.0,Application_1334029970,deviant,W_Validate application,User_113,Created,Workflow,schedule,True,True,0.0,400.0,126.0,40000.0,868.0,0.0002666666666666,15926.897083333331,790,61,4,2,13,1607,2016-04-13 13:10:07.440
184367,New credit,Car,15000.0,Application_1549182387,deviant,A_Pending,User_115,statechange,Application,complete,True,True,15000.0,250.0,69.0,15000.0,1004.0,5e-05,9851.951666666666,642,27,3,2,10,1665,2016-03-09 10:42:39.908
99064,New credit,Existing loan takeover,6000.0,Application_631164056,regular,W_Validate application,User_29,Released,Workflow,suspend,True,True,1000.0,100.0,134.0,10000.0,854.0,3.96475,40372.166216666665,838,40,3,2,13,1700,2016-03-02 13:58:41.224
684251,New credit,Home improvement,50000.0,Application_737115380,deviant,W_Call after offers,User_5,Released,Workflow,suspend,True,True,0.0,500.0,126.0,50000.0,974.0,0.4010166666666667,8408.941766666667,412,15,8,1,6,2287,2016-08-09 06:52:05.692
1184269,New credit,"Other, see explanation",30000.0,Application_307213807,regular,W_Complete application,User_77,Deleted,Workflow,complete,False,False,0.0,300.0,126.0,30000.0,0.0,0.0002,1317.0434333333333,832,27,12,2,13,1479,2016-12-28 13:52:23.689
401971,New credit,"Other, see explanation",5000.0,Application_2048493250,regular,W_Complete application,User_48,Deleted,Workflow,complete,False,False,0.0,250.0,22.0,5000.0,0.0,0.0005,2563.5034833333334,828,12,5,3,13,1517,2016-05-19 13:48:35.814
430138,New credit,Car,27500.0,Application_1797145932,deviant,W_Call incomplete files,User_68,Obtained,Workflow,start,False,True,27500.0,280.01,120.0,27500.0,873.0,5e-05,13144.290916666669,594,32,6,0,9,1486,2016-06-06 09:54:39.415
717822,New credit,Existing loan takeover,22500.0,Application_1518212981,deviant,W_Validate application,User_120,Obtained,Workflow,start,True,True,0.0,231.17,120.0,22500.0,881.0,1.6666666666666667e-05,28754.44555,524,32,9,3,8,2197,2016-09-01 08:44:37.483
439662,New credit,Existing loan takeover,5200.0,Application_1169714869,regular,W_Call incomplete files,User_17,Obtained,Workflow,resume,True,True,0.0,52.0,138.0,5200.0,923.0,1072.556283333333,25315.2382,517,78,6,5,8,1986,2016-06-18 08:37:13.939
927946,New credit,Home improvement,5000.0,Application_1402659168,deviant,W_Call incomplete files,User_123,Deleted,Workflow,ate_abort,True,True,3331.72,189.08,60.0,10000.0,752.0,5185.944333333333,20952.077816666668,515,34,10,0,8,1916,2016-10-24 08:35:46.087
266742,Limit raise,Car,17000.0,Application_372072024,deviant,A_Pending,User_29,statechange,Application,complete,False,True,5000.0,170.0,127.0,17000.0,0.0,5e-05,26944.08655,601,26,4,0,10,1582,2016-04-18 10:01:11.175
149308,New credit,Existing loan takeover,17500.0,Application_238099968,deviant,O_Accepted,User_90,statechange,Offer,complete,True,True,232.0,238.52,87.0,17500.0,912.0,2948.025316666666,93429.88575,576,66,4,0,9,1460,2016-04-25 09:36:43.630
